instrument.name;measurement.date;measurement.id;waterquality.tsm;waterquality.chla;waterquality.kd;waterquality.cpc
WISPstation007;2018-09-12 15:00:05.295697;112491;27.6;67.5;3.2;132.4
WISPstation007;2018-09-12 15:15:05.324079;112500;29.6;66.6;3.5;132.6
WISPstation007;2018-09-12 15:30:05.716986;112508;30.5;70.6;3.5;143.2
WISPstation007;2018-09-12 15:45:04.804570;112517;27.8;64.6;3.3;126.8
WISPstation007;2018-09-12 16:00:05.283653;112527;29.7;69.1;3.4;137.9
WISPstation007;2018-09-12 16:15:04.829263;112535;26.0;61.7;3.1;117.5
WISPstation007;2018-09-12 16:30:04.852331;112545;25.2;68.8;3.0;137.0
WISPstation007;2018-09-12 16:45:05.705743;112556;29.7;92.9;3.4;180.4
WISPstation007;2018-09-13 00:01:03.431004;112652;35.4;30.5;2.6;45.3
WISPstation007;2018-09-13 06:15:05.221964;112656;19.1;24.7;2.0;42.6
WISPstation007;2018-09-13 06:30:05.371931;112665;14.6;21.5;1.5;33.0
WISPstation007;2018-09-13 06:45:05.361671;112675;28.2;21.2;1.8;24.0
WISPstation007;2018-09-13 07:00:05.206729;112686;21.1;20.6;1.8;25.0
WISPstation007;2018-09-13 07:15:04.979728;112695;15.6;20.5;1.5;32.0
WISPstation007;2018-09-13 07:30:05.776401;112705;11.3;20.3;3.0;28.6
WISPstation007;2018-09-13 07:37:29.689955;112710;14.3;19.3;1.6;32.0
WISPstation007;2018-09-13 07:40:55.096788;112713;16.3;18.7;2.0;32.4
WISPstation007;2018-09-13 07:44:17.748942;112716;16.4;18.4;2.0;31.5
WISPstation007;2018-09-13 07:45:24.515955;112723;14.3;17.9;1.8;29.0
WISPstation007;2018-09-13 07:47:42.607944;112727;14.5;18.1;1.6;28.7
WISPstation007;2018-09-13 07:51:08.316371;112730;13.3;18.5;1.5;28.7
WISPstation007;2018-09-13 07:54:33.254579;112733;16.1;18.5;1.9;30.6
WISPstation007;2018-09-13 07:57:54.989780;112736;12.9;18.7;1.6;30.8
WISPstation007;2018-09-13 08:00:04.925254;112743;15.8;19.7;1.9;32.3
WISPstation007;2018-09-13 08:01:20.040958;112748;15.0;18.9;1.7;29.8
WISPstation007;2018-09-13 08:04:44.327699;112752;14.1;19.7;1.6;30.7
WISPstation007;2018-09-13 08:08:09.385850;112755;14.5;20.0;1.6;31.3
WISPstation007;2018-09-13 08:11:34.369387;112758;17.9;19.7;2.2;32.3
WISPstation007;2018-09-13 08:14:58.462332;112767;54.1;None;16.3;None
WISPstation007;2018-09-13 08:18:25.308118;112772;14.5;20.2;1.6;31.9
WISPstation007;2018-09-13 08:21:51.086863;112775;12.8;19.9;1.4;30.6
WISPstation007;2018-09-13 08:25:13.904390;112784;12.7;19.3;1.3;28.8
WISPstation007;2018-09-13 08:28:38.469685;112787;19.2;18.8;2.5;33.1
WISPstation007;2018-09-13 08:30:05.154963;112794;16.4;19.0;2.0;29.1
WISPstation007;2018-09-13 08:32:02.979499;112799;19.7;19.3;2.5;30.8
WISPstation007;2018-09-13 08:35:28.549316;112802;10.3;19.4;0.9;19.8
WISPstation007;2018-09-13 08:38:52.956832;112811;14.3;17.4;2.0;29.1
WISPstation007;2018-09-13 08:42:15.722207;112820;15.0;18.2;1.8;28.3
WISPstation007;2018-09-13 08:45:51.014122;112827;12.5;18.0;1.5;28.7
WISPstation007;2018-09-13 08:49:11.071528;112838;11.8;17.4;1.5;28.0
WISPstation007;2018-09-13 08:52:40.739518;112847;8.1;None;None;17.7
WISPstation007;2018-09-13 08:56:05.159322;112853;15.4;18.2;1.9;29.9
WISPstation007;2018-09-13 08:59:30.739290;112859;9.7;17.3;1.4;30.5
WISPstation007;2018-09-13 09:00:25.332564;112866;11.2;17.5;1.5;27.8
WISPstation007;2018-09-13 09:02:57.023645;112877;13.5;18.3;1.7;30.3
WISPstation007;2018-09-13 09:06:22.347643;112885;10.9;17.8;1.3;29.1
WISPstation007;2018-09-13 09:09:48.745604;112889;13.5;18.2;1.6;26.5
WISPstation007;2018-09-13 09:13:06.881635;112898;10.5;19.6;1.1;28.0
WISPstation007;2018-09-13 09:15:04.878641;112905;12.4;20.0;1.3;29.3
WISPstation007;2018-09-13 09:16:37.219124;112916;9.8;18.3;1.4;30.8
WISPstation007;2018-09-13 09:20:01.913706;112919;10.6;18.3;1.5;28.7
WISPstation007;2018-09-13 09:23:27.465672;112928;14.1;18.2;1.7;25.8
WISPstation007;2018-09-13 09:26:50.105289;112937;11.8;19.3;1.4;32.2
WISPstation007;2018-09-13 09:30:06.371186;112944;8.6;None;None;19.8
WISPstation007;2018-09-13 09:33:45.410512;112958;11.2;20.0;1.3;30.5
WISPstation007;2018-09-13 09:37:09.916797;112967;13.3;17.5;1.5;23.9
WISPstation007;2018-09-13 09:40:34.683539;112970;11.5;19.6;1.4;29.9
WISPstation007;2018-09-13 09:43:51.988484;112979;12.7;20.2;1.4;30.5
WISPstation007;2018-09-13 09:45:05.615469;112986;12.8;19.5;1.5;30.2
WISPstation007;2018-09-13 09:47:22.093346;112997;12.2;18.0;1.4;23.6
WISPstation007;2018-09-13 09:50:48.198269;113001;16.9;18.3;2.1;28.9
WISPstation007;2018-09-13 09:54:13.930231;113009;14.8;18.6;1.8;27.9
WISPstation007;2018-09-13 09:57:40.673283;113018;14.3;17.3;1.9;25.8
WISPstation007;2018-09-13 10:01:04.763809;113028;22.3;21.2;1.8;25.6
WISPstation007;2018-09-13 10:04:32.801815;113036;11.4;19.1;1.4;29.4
WISPstation007;2018-09-13 10:07:59.548451;113039;18.6;19.1;2.4;28.0
WISPstation007;2018-09-13 10:11:26.615195;113042;9.7;16.7;1.6;30.4
WISPstation007;2018-09-13 10:14:52.884045;113045;11.7;18.3;1.4;28.4
WISPstation007;2018-09-13 10:18:15.729942;113057;10.6;18.2;1.3;28.7
WISPstation007;2018-09-13 10:21:42.926176;113060;15.5;17.6;2.1;26.3
WISPstation007;2018-09-13 10:25:05.906803;113063;11.4;16.7;1.8;27.3
WISPstation007;2018-09-13 10:28:32.511487;113066;12.9;17.3;1.7;29.0
WISPstation007;2018-09-13 10:31:59.056050;113078;10.9;17.0;1.4;27.8
WISPstation007;2018-09-13 10:35:20.804030;113081;13.4;16.9;1.5;26.7
WISPstation007;2018-09-13 10:38:45.565446;113084;10.4;17.1;1.3;27.3
WISPstation007;2018-09-13 10:42:11.698543;113087;11.4;16.5;1.6;26.8
WISPstation007;2018-09-13 10:45:30.633230;113094;14.0;16.8;1.9;26.1
WISPstation007;2018-09-13 10:49:02.123641;113099;17.8;16.3;2.5;28.6
WISPstation007;2018-09-13 10:52:22.849837;113102;10.5;17.1;1.3;27.7
WISPstation007;2018-09-13 10:55:51.733895;113105;10.4;17.2;1.3;27.2
WISPstation007;2018-09-13 10:59:14.735824;113108;12.8;16.4;1.6;26.0
WISPstation007;2018-09-13 11:00:25.537132;113115;13.1;15.3;1.9;26.3
WISPstation007;2018-09-13 11:02:35.526263;113120;10.3;16.9;1.3;27.1
WISPstation007;2018-09-13 11:06:07.525336;113123;10.0;17.3;1.2;27.6
WISPstation007;2018-09-13 11:09:35.676904;113126;11.1;15.8;1.5;25.5
WISPstation007;2018-09-13 11:12:55.077629;113129;7.4;14.7;1.4;25.7
WISPstation007;2018-09-13 11:15:05.676763;113142;10.0;16.8;1.3;28.1
WISPstation007;2018-09-13 11:16:26.716897;113151;13.7;16.3;1.8;26.5
WISPstation007;2018-09-13 11:19:51.613540;113155;12.9;16.2;1.7;26.3
WISPstation007;2018-09-13 11:23:17.458997;113158;9.9;16.7;1.3;27.8
WISPstation007;2018-09-13 11:26:43.777810;113161;12.4;15.7;1.7;28.7
WISPstation007;2018-09-13 11:30:05.944692;113170;6.7;14.0;1.4;29.8
WISPstation007;2018-09-13 11:33:28.044855;113175;10.1;15.7;1.4;28.1
WISPstation007;2018-09-13 11:36:59.169709;113178;11.4;15.8;1.2;25.4
WISPstation007;2018-09-13 11:40:22.353286;113181;9.7;15.6;1.2;26.4
WISPstation007;2018-09-13 11:43:48.662029;113184;9.9;15.7;1.3;25.7
WISPstation007;2018-09-13 11:45:05.199836;113189;9.6;15.4;1.2;24.6
WISPstation007;2018-09-13 11:47:12.606092;113195;9.3;15.2;1.2;24.6
WISPstation007;2018-09-13 11:50:40.155366;113198;9.5;15.1;1.2;24.3
WISPstation007;2018-09-13 11:54:05.641287;113201;11.3;15.4;1.3;24.4
WISPstation007;2018-09-13 11:57:27.300721;113204;8.9;15.2;1.1;25.7
WISPstation007;2018-09-13 12:00:55.506422;113212;9.0;14.6;1.1;25.0
WISPstation007;2018-09-13 12:04:21.234391;113217;9.1;14.6;1.2;24.7
WISPstation007;2018-09-13 12:07:45.265444;113220;7.7;13.6;1.5;27.6
WISPstation007;2018-09-13 12:11:10.535017;113223;4.8;None;None;None
WISPstation007;2018-09-13 12:14:34.364865;113226;7.7;14.7;1.3;21.1
WISPstation007;2018-09-13 12:17:59.257373;113238;9.7;15.3;1.2;26.2
WISPstation007;2018-09-13 12:21:23.774530;113241;9.4;15.2;1.2;24.8
WISPstation007;2018-09-13 12:24:50.919675;113244;10.1;14.8;1.7;29.5
WISPstation007;2018-09-13 12:28:15.648537;113247;9.6;15.6;1.2;25.1
WISPstation007;2018-09-13 12:30:05.332404;113253;8.2;14.9;1.0;21.3
WISPstation007;2018-09-13 12:31:41.651037;113259;8.6;15.2;1.1;22.1
WISPstation007;2018-09-13 12:35:05.777766;113262;10.3;14.3;1.2;22.8
WISPstation007;2018-09-13 12:38:33.356813;113265;14.9;15.2;1.4;24.2
WISPstation007;2018-09-13 12:41:59.684207;113268;8.6;14.8;1.0;23.3
WISPstation007;2018-09-13 12:45:24.901010;113275;12.3;15.0;1.6;27.5
WISPstation007;2018-09-13 12:48:48.912941;113280;12.9;15.0;1.7;27.3
WISPstation007;2018-09-13 12:52:16.229991;113283;9.2;14.9;1.2;25.6
WISPstation007;2018-09-13 12:55:42.844696;113286;9.3;14.7;1.2;24.7
WISPstation007;2018-09-13 12:59:03.036854;113289;8.9;14.9;1.1;24.3
WISPstation007;2018-09-13 13:00:25.347694;113296;7.7;14.8;1.1;20.8
WISPstation007;2018-09-13 13:02:31.179665;113301;8.9;14.4;1.2;22.7
WISPstation007;2018-09-13 13:05:57.918211;113304;9.4;14.6;1.2;21.8
WISPstation007;2018-09-13 13:09:17.263701;113307;9.5;14.8;1.2;21.8
WISPstation007;2018-09-13 13:12:47.851120;113310;9.5;14.3;1.2;20.8
WISPstation007;2018-09-13 13:15:05.237727;113317;9.1;14.7;1.1;21.5
WISPstation007;2018-09-13 13:16:12.756856;113320;12.5;13.6;1.7;17.3
WISPstation007;2018-09-13 13:19:49.344506;113324;9.6;13.5;1.3;19.9
WISPstation007;2018-09-13 13:23:12.225238;113327;9.6;13.3;1.3;20.0
WISPstation007;2018-09-13 13:26:39.276539;113330;9.8;13.9;1.3;21.0
WISPstation007;2018-09-13 13:30:04.257539;113340;47.0;36.8;4.4;97.9
WISPstation007;2018-09-13 13:33:31.854042;113344;9.3;14.3;1.2;20.2
WISPstation007;2018-09-13 13:36:55.093612;113347;7.4;12.6;1.3;17.7
WISPstation007;2018-09-13 13:40:18.752909;113350;9.6;14.3;1.2;20.4
WISPstation007;2018-09-13 13:43:44.323085;113353;9.1;13.8;1.2;20.5
WISPstation007;2018-09-13 13:45:05.705156;113357;16.4;14.7;1.5;17.9
WISPstation007;2018-09-13 13:47:10.545035;113365;12.2;14.1;1.6;20.6
WISPstation007;2018-09-13 13:50:35.116282;113368;14.9;14.2;1.4;15.0
WISPstation007;2018-09-13 13:54:00.021633;113371;9.6;14.3;1.3;21.3
WISPstation007;2018-09-13 13:57:25.085180;113374;9.8;14.1;1.3;21.4
WISPstation007;2018-09-13 14:00:04.869567;113377;15.1;14.5;2.1;20.1
WISPstation007;2018-09-13 14:00:50.053396;113382;13.4;14.2;1.4;18.6
WISPstation007;2018-09-13 14:04:15.337207;113386;10.8;14.3;1.4;21.7
WISPstation007;2018-09-13 14:07:35.712874;113389;9.1;13.4;1.2;18.4
WISPstation007;2018-09-13 14:11:06.722879;113392;10.2;13.7;1.3;19.3
WISPstation007;2018-09-13 14:14:28.513150;113395;9.8;13.8;1.2;19.7
WISPstation007;2018-09-13 14:15:24.840011;113402;10.2;13.8;1.2;19.6
WISPstation007;2018-09-13 14:17:53.881516;113406;12.8;12.7;1.5;15.0
WISPstation007;2018-09-13 14:21:18.991815;113409;10.3;13.4;1.2;20.8
WISPstation007;2018-09-13 14:24:39.806731;113412;9.9;13.7;1.2;19.9
WISPstation007;2018-09-13 14:28:11.692064;113415;9.7;13.5;1.2;18.7
WISPstation007;2018-09-13 14:30:04.860373;113418;10.6;13.7;1.3;19.7
WISPstation007;2018-09-13 14:31:36.262592;113429;11.4;13.9;1.5;20.9
WISPstation007;2018-09-13 14:35:00.881304;113432;14.7;13.8;1.9;19.9
WISPstation007;2018-09-13 14:38:26.012034;113435;10.2;13.3;1.2;19.6
WISPstation007;2018-09-13 14:41:52.336565;113438;10.0;13.2;1.2;18.9
WISPstation007;2018-09-13 14:45:06.391894;113448;10.3;12.2;1.3;17.0
WISPstation007;2018-09-13 14:48:43.632531;113453;10.1;12.9;1.3;19.2
WISPstation007;2018-09-13 14:52:09.733957;113456;15.2;14.1;2.0;21.7
WISPstation007;2018-09-13 14:55:33.044590;113459;7.0;None;None;9.9
WISPstation007;2018-09-13 14:58:57.440793;113462;12.8;13.2;1.6;19.8
WISPstation007;2018-09-13 15:00:05.166398;113466;10.3;12.3;1.5;18.9
WISPstation007;2018-09-13 15:02:23.640658;113474;13.4;13.0;1.7;18.5
WISPstation007;2018-09-13 15:05:49.563386;113477;17.7;14.0;1.9;19.0
WISPstation007;2018-09-13 15:09:14.685538;113480;7.9;12.0;1.1;17.7
WISPstation007;2018-09-13 15:12:33.468081;113483;11.4;12.7;1.3;16.1
WISPstation007;2018-09-13 15:15:05.210003;113487;11.3;12.5;1.4;18.3
WISPstation007;2018-09-13 15:16:04.392683;113493;13.8;12.9;1.8;21.1
WISPstation007;2018-09-13 15:19:31.969171;113497;9.2;11.6;1.0;14.5
WISPstation007;2018-09-13 15:22:51.902788;113500;13.0;13.4;1.7;22.1
WISPstation007;2018-09-13 15:26:22.206217;113503;12.1;13.6;1.2;17.9
WISPstation007;2018-09-13 15:29:45.787208;113507;9.3;14.1;1.2;17.5
WISPstation007;2018-09-13 15:33:11.049201;113519;23.7;16.3;2.9;26.9
WISPstation007;2018-09-13 15:36:36.909407;113522;15.2;16.7;1.8;27.0
WISPstation007;2018-09-13 15:39:57.748302;113525;9.4;13.7;0.8;13.1
WISPstation007;2018-09-13 15:43:30.193945;113528;0.7;None;None;None
WISPstation007;2018-09-13 15:45:05.391629;113533;22.9;16.2;3.4;43.2
WISPstation007;2018-09-13 15:46:54.964585;113540;25.5;17.5;3.9;55.0
WISPstation007;2018-09-13 15:50:21.510371;113552;13.4;15.4;1.6;26.4
WISPstation007;2018-09-13 15:53:46.655310;113555;12.3;15.1;1.4;22.0
WISPstation007;2018-09-13 15:57:07.569140;113558;11.2;15.0;1.2;22.8
WISPstation007;2018-09-13 16:00:33.104328;113566;14.8;16.0;1.8;25.9
WISPstation007;2018-09-13 16:03:59.344290;113571;14.0;15.9;1.9;28.5
WISPstation007;2018-09-13 16:07:20.525377;113574;14.9;15.9;2.0;30.2
WISPstation007;2018-09-13 16:10:48.460733;113577;10.4;16.0;1.1;21.7
WISPstation007;2018-09-13 16:14:14.742468;113580;11.6;16.6;1.3;22.8
WISPstation007;2018-09-13 16:17:39.396103;113590;10.9;16.3;1.2;25.6
WISPstation007;2018-09-13 16:21:05.919683;113593;10.4;16.0;0.9;22.7
WISPstation007;2018-09-13 16:24:29.754577;113596;11.1;17.6;1.0;25.1
WISPstation007;2018-09-13 16:27:56.942464;113599;11.1;17.6;1.0;24.4
WISPstation007;2018-09-13 16:31:21.582275;113610;10.3;18.4;0.9;26.5
WISPstation007;2018-09-13 16:34:47.167758;113613;10.0;18.8;0.9;27.3
WISPstation007;2018-09-14 05:48:49.580913;114061;30.4;11.3;1.9;12.3
WISPstation007;2018-09-14 05:52:16.057618;114065;33.6;11.5;2.1;14.2
WISPstation007;2018-09-14 05:55:41.133849;114068;34.3;11.5;2.1;12.1
WISPstation007;2018-09-14 05:59:06.531466;114071;16.5;10.7;1.5;16.9
WISPstation007;2018-09-14 06:00:26.173156;114085;12.7;10.8;1.3;17.0
WISPstation007;2018-09-14 06:02:26.937242;114092;35.6;12.6;2.1;13.4
WISPstation007;2018-09-14 06:05:55.752631;114095;33.8;13.1;1.9;12.4
WISPstation007;2018-09-14 06:09:22.111633;114098;28.7;12.2;1.6;10.7
WISPstation007;2018-09-14 06:12:47.847074;114101;21.0;11.4;1.3;10.8
WISPstation007;2018-09-14 06:15:05.333203;114105;16.5;10.8;1.2;13.4
WISPstation007;2018-09-14 06:16:13.069808;114111;28.5;12.1;1.7;9.8
WISPstation007;2018-09-14 06:19:39.132083;114115;34.6;13.5;1.9;9.5
WISPstation007;2018-09-14 06:23:03.678779;114118;13.1;11.4;1.3;14.2
WISPstation007;2018-09-14 06:26:28.701673;114121;12.1;10.5;1.3;14.0
WISPstation007;2018-09-14 06:29:54.103714;114129;24.6;14.7;2.0;32.5
WISPstation007;2018-09-14 06:33:18.697772;114134;12.6;10.2;1.2;11.9
WISPstation007;2018-09-14 06:36:42.630991;114137;16.2;9.2;1.0;6.1
WISPstation007;2018-09-14 06:40:08.625805;114140;15.8;9.9;1.0;6.5
WISPstation007;2018-09-14 06:43:30.003767;114143;17.7;12.6;1.3;15.0
WISPstation007;2018-09-14 06:45:05.207834;114146;14.8;11.0;1.0;9.2
WISPstation007;2018-09-14 06:46:57.167631;114154;15.5;12.8;1.0;10.0
WISPstation007;2018-09-14 06:50:21.542160;114157;19.1;14.2;2.4;25.1
WISPstation007;2018-09-14 06:53:46.908276;114160;11.4;13.3;1.2;17.6
WISPstation007;2018-09-14 06:57:13.355892;114163;12.1;13.0;1.3;18.1
WISPstation007;2018-09-14 07:00:39.047801;114170;16.2;27.7;1.3;37.3
WISPstation007;2018-09-14 07:04:04.008714;114178;16.2;25.2;1.7;37.5
WISPstation007;2018-09-14 07:07:27.441143;114181;14.9;24.5;1.7;40.7
WISPstation007;2018-09-14 07:10:52.753234;114184;15.3;25.0;1.7;39.0
WISPstation007;2018-09-14 07:14:17.719039;114187;12.7;24.7;1.1;35.1
WISPstation007;2018-09-14 07:15:25.243588;114193;12.6;25.3;1.2;36.1
WISPstation007;2018-09-14 07:17:41.701019;114199;13.4;28.3;1.3;41.7
WISPstation007;2018-09-14 07:21:08.682976;114202;13.3;28.4;1.3;42.1
WISPstation007;2018-09-14 07:24:33.184028;114205;14.1;25.7;1.5;41.4
WISPstation007;2018-09-14 07:28:00.166537;114208;13.9;24.5;1.5;38.8
WISPstation007;2018-09-14 07:30:05.010651;114213;13.0;26.7;1.3;40.2
WISPstation007;2018-09-14 07:31:26.154976;114219;13.7;30.0;1.3;42.4
WISPstation007;2018-09-14 07:34:49.362795;114223;14.8;35.3;1.4;51.7
WISPstation007;2018-09-14 07:38:13.634452;114226;12.9;27.0;1.3;39.0
WISPstation007;2018-09-14 07:41:38.063210;114229;12.1;26.9;1.2;38.7
WISPstation007;2018-09-14 07:44:59.040117;114236;13.2;25.9;1.5;37.9
WISPstation007;2018-09-14 07:48:18.639983;114244;13.3;28.9;1.3;43.0
WISPstation007;2018-09-14 07:51:48.750384;114247;11.8;27.0;1.1;38.0
WISPstation007;2018-09-14 07:55:11.310236;114250;12.3;25.3;1.3;40.8
WISPstation007;2018-09-14 07:58:36.301405;114253;13.7;32.1;1.4;47.3
WISPstation007;2018-09-14 08:00:05.426385;114268;12.1;30.7;1.1;45.7
WISPstation007;2018-09-14 08:01:59.041608;114273;12.2;31.6;1.1;47.3
WISPstation007;2018-09-14 08:05:23.225473;114276;11.9;32.2;1.1;48.5
WISPstation007;2018-09-14 08:08:46.873300;114279;12.0;32.6;1.0;47.8
WISPstation007;2018-09-14 08:12:13.329947;114282;12.0;31.5;1.1;48.3
WISPstation007;2018-09-14 08:15:36.908806;114298;11.9;32.5;1.1;47.4
WISPstation007;2018-09-14 08:18:59.659306;114304;11.7;27.9;1.3;43.9
WISPstation007;2018-09-14 08:22:23.943219;114307;12.4;25.2;1.5;44.4
WISPstation007;2018-09-14 08:25:50.536665;114310;17.3;23.3;2.3;45.9
WISPstation007;2018-09-14 08:29:15.054687;114313;12.2;25.0;1.2;36.0
WISPstation007;2018-09-14 08:30:24.460099;114328;12.5;23.9;1.3;37.1
WISPstation007;2018-09-14 08:32:41.143401;114333;15.0;22.8;1.8;42.0
WISPstation007;2018-09-14 08:36:03.794631;114336;10.6;24.2;1.1;37.8
WISPstation007;2018-09-14 08:39:26.794628;114339;13.3;24.8;1.7;45.6
WISPstation007;2018-09-14 08:42:54.787697;114342;10.9;25.1;1.2;40.2
WISPstation007;2018-09-14 08:45:05.460967;114357;9.7;23.8;1.0;36.4
WISPstation007;2018-09-14 08:46:23.906440;114361;10.6;26.5;1.2;40.6
WISPstation007;2018-09-14 08:49:50.754331;114365;10.2;24.6;1.1;37.7
WISPstation007;2018-09-14 08:53:13.247959;114368;10.7;25.1;1.2;39.1
WISPstation007;2018-09-14 08:56:34.562909;114371;11.7;25.3;1.2;40.4
WISPstation007;2018-09-14 09:00:02.805233;114380;15.1;5.5;5.3;None
WISPstation007;2018-09-14 09:03:28.028965;114394;7.8;22.3;1.2;39.5
WISPstation007;2018-09-14 09:06:51.579148;114397;10.0;23.8;1.1;37.0
WISPstation007;2018-09-14 09:10:10.386617;114400;9.6;22.0;1.1;36.1
WISPstation007;2018-09-14 09:13:42.240608;114403;9.3;22.9;1.1;37.3
WISPstation007;2018-09-14 09:15:05.394732;114412;9.5;23.0;1.1;37.1
WISPstation007;2018-09-14 09:17:06.134377;114423;8.9;22.7;1.0;36.3
WISPstation007;2018-09-14 09:20:26.389673;114426;9.7;22.5;1.1;40.6
WISPstation007;2018-09-14 09:23:47.641145;114429;10.1;24.4;1.2;41.2
WISPstation007;2018-09-14 09:27:12.870471;114432;9.9;24.0;1.2;42.5
WISPstation007;2018-09-14 09:30:39.842710;114448;9.5;22.6;1.1;40.6
WISPstation007;2018-09-14 09:34:00.672840;114457;9.6;21.7;1.2;37.7
WISPstation007;2018-09-14 09:37:31.509958;114460;9.7;22.4;1.2;37.2
WISPstation007;2018-09-14 09:40:55.186197;114463;9.4;21.7;1.1;35.1
WISPstation007;2018-09-14 09:44:19.413036;114466;9.4;22.8;1.1;37.2
WISPstation007;2018-09-14 09:45:25.091152;114480;11.2;29.8;1.3;48.8
WISPstation007;2018-09-14 09:47:45.401363;114486;9.9;23.9;1.2;39.3
WISPstation007;2018-09-14 09:51:09.173059;114489;6.3;19.5;1.3;34.1
WISPstation007;2018-09-14 09:54:33.500945;114492;10.0;23.7;1.2;39.9
WISPstation007;2018-09-14 09:57:51.754532;114495;9.6;22.2;1.2;37.3
WISPstation007;2018-09-14 10:00:05.110360;114502;9.7;22.7;1.2;38.2
WISPstation007;2018-09-14 10:01:27.145360;114514;9.1;22.0;1.2;37.2
WISPstation007;2018-09-14 10:04:52.608509;114518;9.2;21.5;1.1;36.6
WISPstation007;2018-09-14 10:08:17.617695;114521;9.8;24.0;1.2;41.3
WISPstation007;2018-09-14 10:11:42.231428;114524;9.6;21.6;1.2;38.8
WISPstation007;2018-09-14 10:15:05.413144;114534;5.8;28.9;0.8;42.8
WISPstation007;2018-09-14 10:18:31.760848;114545;7.1;19.6;1.2;34.3
WISPstation007;2018-09-14 10:21:57.996970;114548;9.4;21.0;1.2;35.2
WISPstation007;2018-09-14 10:25:20.792629;114551;9.6;22.1;1.2;36.2
WISPstation007;2018-09-14 10:28:46.596376;114554;10.4;26.2;1.3;43.4
WISPstation007;2018-09-14 10:30:05.539458;114561;9.9;23.8;1.2;40.4
WISPstation007;2018-09-14 10:32:10.049468;114574;12.7;35.2;1.5;62.0
WISPstation007;2018-09-14 10:35:36.735197;114577;13.4;41.4;1.6;71.3
WISPstation007;2018-09-14 10:38:57.609836;114580;15.0;36.2;1.6;67.0
WISPstation007;2018-09-14 10:42:23.796330;114583;12.8;33.5;1.5;61.2
WISPstation007;2018-09-14 10:45:50.210549;114599;12.7;32.5;1.5;59.2
WISPstation007;2018-09-14 10:49:16.256334;114608;12.9;33.0;1.5;61.6
WISPstation007;2018-09-14 10:52:42.149947;114611;14.3;33.0;1.7;60.3
WISPstation007;2018-09-14 10:56:05.982523;114614;13.6;38.4;1.5;70.3
WISPstation007;2018-09-14 10:59:31.463575;114617;13.1;36.5;1.5;64.8
WISPstation007;2018-09-14 11:00:25.410301;114632;13.0;33.1;1.6;61.6
WISPstation007;2018-09-14 11:02:50.773964;114637;12.9;34.8;1.6;64.3
WISPstation007;2018-09-14 11:06:21.937288;114640;12.3;33.7;1.4;59.9
WISPstation007;2018-09-14 11:09:46.181349;114643;11.8;28.8;1.5;52.4
WISPstation007;2018-09-14 11:13:07.948591;114646;11.6;30.6;1.3;52.2
WISPstation007;2018-09-14 11:15:04.776220;114651;12.2;28.7;1.4;51.1
WISPstation007;2018-09-14 11:16:32.365477;114665;11.4;28.1;1.4;49.5
WISPstation007;2018-09-14 11:19:56.194192;114669;11.3;28.2;1.3;46.9
WISPstation007;2018-09-14 11:23:20.978473;114672;11.4;27.8;1.4;48.1
WISPstation007;2018-09-14 11:26:44.700593;114675;11.6;28.5;1.4;48.7
WISPstation007;2018-09-14 11:30:05.715538;114684;24.3;2.1;6.3;None
WISPstation007;2018-09-14 11:33:33.853178;114697;12.6;32.5;1.4;55.1
WISPstation007;2018-09-14 11:36:59.854211;114700;11.3;28.7;1.3;47.3
WISPstation007;2018-09-14 11:40:26.742730;114703;11.5;28.2;1.3;47.4
WISPstation007;2018-09-14 11:43:48.769109;114706;11.8;29.6;1.3;49.8
WISPstation007;2018-09-14 11:45:05.209102;114712;11.1;28.4;1.3;48.0
WISPstation007;2018-09-14 11:47:18.380106;114730;11.9;27.0;1.4;48.1
WISPstation007;2018-09-14 11:50:37.693555;114733;11.3;27.5;1.3;47.8
WISPstation007;2018-09-14 11:54:06.919538;114736;12.9;26.9;1.6;44.9
WISPstation007;2018-09-14 11:57:32.438276;114739;10.5;24.4;1.3;41.7
WISPstation007;2018-09-14 12:00:53.482257;114755;10.0;21.6;1.2;36.3
WISPstation007;2018-09-14 12:04:24.050358;114759;10.8;22.0;1.4;38.4
WISPstation007;2018-09-14 12:07:50.826912;114762;10.7;27.6;1.2;43.2
WISPstation007;2018-09-14 12:11:15.351322;114765;10.4;25.9;1.3;44.1
WISPstation007;2018-09-14 12:14:36.569970;114768;10.8;26.2;1.2;43.0
WISPstation007;2018-09-14 12:18:07.432095;114785;10.8;25.6;1.2;42.0
WISPstation007;2018-09-14 12:21:32.865805;114789;10.8;26.7;1.2;42.5
WISPstation007;2018-09-14 12:24:58.466875;114792;10.3;27.4;1.1;40.9
WISPstation007;2018-09-14 12:28:25.186387;114795;10.7;25.8;1.2;41.3
WISPstation007;2018-09-14 12:30:05.112665;114802;11.1;28.9;1.2;45.0
WISPstation007;2018-09-14 12:31:49.666640;114815;11.1;27.9;1.2;44.0
WISPstation007;2018-09-14 12:35:12.805011;114818;10.9;27.2;1.2;43.0
WISPstation007;2018-09-14 12:38:39.800085;114821;11.4;29.6;1.2;46.3
WISPstation007;2018-09-14 12:42:04.885527;114824;10.7;26.7;1.2;42.9
WISPstation007;2018-09-14 12:45:30.159668;114831;10.9;27.7;1.2;44.7
WISPstation007;2018-09-14 12:48:55.333704;114839;10.4;25.5;1.2;42.9
